repo_full_name,html_url,description,homepage,topics,archived,disabled,is_fork,license_spdx,language,stars,forks,watchers,open_issues,size_kb,created_at,updated_at,pushed_at,days_since_last_commit,days_since_last_update,risk_score,action,risk_flags,why,updated_at_run
Budibase/budibase,https://github.com/Budibase/budibase,"Build AI Agents the easy way. Supports PostgreSQL, MySQL, MariaDB, MSSQL, MongoDB, Rest API, Docker, K8s, and more 🚀  AI Workflow toolkit",https://budibase.com,"ai-app-builder,ai-applications,crud-app,crud-application,data-application,data-apps,internal-tools,it-workflows,low-code,low-code-no-code,low-code-platform,no-code,no-code-platform,open-source,rest-api-framework,sql-gui,workflow-apps,workflow-automation,workflow-engine",0,0,0,NOASSERTION,TypeScript,27689,2082,27689,322,713763,2019-06-07T11:03:41Z,2026-03-02T01:49:44Z,2026-03-01T21:07:28Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 322 open issues, 27689★",2026-03-02T04:49:17.777225+00:00
Asabeneh/30-Days-Of-React,https://github.com/Asabeneh/30-Days-Of-React,30 Days of  React challenge is a step by step guide to learn React in 30 days.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,,"30dayofjavascript,challenge,css,html,html5,javascript,js,programming,react,react-router-dom,reactjs,redux,webdevelopment,website",0,0,0,,JavaScript,27347,7716,27347,218,18762,2020-09-29T13:38:54Z,2026-03-01T21:50:21Z,2025-12-06T14:41:42Z,85,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 85d ago); 218 open issues, 27347★",2026-03-02T04:49:17.162542+00:00
labring/FastGPT,https://github.com/labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive s",https://fastgpt.io,"agent,claude,deepseek,llm,mcp,nextjs,openai,qwen,rag,workflow",0,0,0,NOASSERTION,TypeScript,27219,6939,27219,159,374350,2023-02-23T16:53:25Z,2026-03-02T04:26:03Z,2026-02-28T04:40:15Z,2,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 2d ago); 159 open issues, 27219★",2026-03-02T04:49:17.777330+00:00
sudheerj/javascript-interview-questions,https://github.com/sudheerj/javascript-interview-questions,List of 1000 JavaScript Interview Questions,,"angular,core-javascript,javascript,javascript-applications,javascript-interview-questions,react,vanilla-javascript,vuejs",0,0,0,,JavaScript,27149,7605,27149,17,6081,2017-10-29T05:40:24Z,2026-03-01T21:52:19Z,2025-12-23T15:22:42Z,68,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 68d ago); 17 open issues, 27149★",2026-03-02T04:49:17.162633+00:00
ajaxorg/ace,https://github.com/ajaxorg/ace,Ace (Ajax.org Cloud9 Editor),https://ace.c9.io,,0,0,0,NOASSERTION,JavaScript,27130,5279,27130,136,44421,2010-10-27T10:43:36Z,2026-03-02T03:21:28Z,2026-02-25T18:43:17Z,4,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 4d ago); 136 open issues, 27130★",2026-03-02T04:49:17.162719+00:00
ankitects/anki,https://github.com/ankitects/anki,Anki is a smart spaced repetition flashcard program,https://apps.ankiweb.net,,0,0,0,NOASSERTION,Rust,26679,2841,26679,329,47169,2012-12-21T08:03:31Z,2026-03-02T04:04:40Z,2026-03-01T10:38:20Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 329 open issues, 26679★",2026-03-02T04:49:18.513337+00:00
rollup/rollup,https://github.com/rollup/rollup,Next-generation ES module bundler,https://rollupjs.org,,0,0,0,NOASSERTION,JavaScript,26242,1688,26242,609,34510,2015-05-14T22:26:28Z,2026-03-02T02:57:34Z,2026-03-01T21:00:01Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 609 open issues, 26242★",2026-03-02T04:49:17.163021+00:00
openfaas/faas,https://github.com/openfaas/faas,OpenFaaS - Serverless Functions Made Simple,https://www.openfaas.com,"docker,faas,functions,functions-as-a-service,gitops,golang,k8s,kubernetes,lambda,nodejs,paas,prometheus,serverless,serverless-functions",0,0,0,NOASSERTION,Go,26101,1969,26101,31,33512,2016-12-22T12:51:39Z,2026-03-01T16:43:30Z,2026-02-22T08:49:51Z,7,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 7d ago); 31 open issues, 26101★",2026-03-02T04:49:18.023673+00:00
mattermost-community/focalboard,https://github.com/mattermost-community/focalboard,"Focalboard is an open source, self-hosted alternative to Trello, Notion, and Asana.",https://www.focalboard.com,"asana,collaboration,goal-tracking,golang,hacktoberfest,kanban-board,notion,project,project-management,trello",0,0,0,NOASSERTION,TypeScript,25920,2496,25920,778,59226,2020-10-06T16:46:23Z,2026-03-02T03:17:27Z,2026-02-23T09:26:57Z,6,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 6d ago); 778 open issues, 25920★",2026-03-02T04:49:17.778222+00:00
yeasy/docker_practice,https://github.com/yeasy/docker_practice,"最新Docker容器技术，从真实案例中学习最佳实践！| Learn and understand Docker&Container technologies, with real DevOps practice!",https://yeasy.gitbook.io/docker_practice/,"book,cloud-computing,container,devops,docker,kubernetes,linux,mesos,spark,swarm,virtualization",0,0,0,,Go,25851,5783,25851,0,13694,2014-09-05T04:06:39Z,2026-03-01T14:59:40Z,2026-02-28T22:28:39Z,1,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 1d ago); 0 open issues, 25851★",2026-03-02T04:49:18.023815+00:00
zama-ai/fhevm,https://github.com/zama-ai/fhevm,"FHEVM, a full-stack framework for integrating Fully Homomorphic Encryption (FHE) with blockchain applications",,"blockchain,fhe,privacy",0,0,0,NOASSERTION,Rust,25736,2239,25736,70,62988,2025-05-02T10:48:20Z,2026-03-01T23:34:10Z,2026-02-28T08:09:23Z,1,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 1d ago); 70 open issues, 25736★",2026-03-02T04:49:18.513549+00:00
eyaltoledano/claude-task-master,https://github.com/eyaltoledano/claude-task-master,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.",https://tryhamster.com,"ai,cursor,cursor-ai,cursorai,lovable,lovable-dev,roocode,task-manager,tasks,tasks-list,windsurf,windsurf-ai",0,0,0,NOASSERTION,JavaScript,25707,2443,25707,166,29549,2025-03-04T18:54:54Z,2026-03-02T03:49:37Z,2026-02-23T17:11:00Z,6,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 6d ago); 166 open issues, 25707★",2026-03-02T04:49:17.283710+00:00
rwf2/Rocket,https://github.com/rwf2/Rocket,A web framework for Rust.,https://rocket.rs,"framework,rocket,rust,web,web-development,web-framework",0,0,0,NOASSERTION,Rust,25685,1620,25685,78,8454,2016-03-18T02:50:18Z,2026-03-01T23:43:03Z,2025-12-28T18:27:39Z,63,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 63d ago); 78 open issues, 25685★",2026-03-02T04:49:18.513605+00:00
Max-Eee/NeoPass,https://github.com/Max-Eee/NeoPass,Your Essential Exam Companion for the Iamneo Portal & NPTEL Exams Disguised as NeoExamShield bypass,https://neopass.tech,"ai,always-active-tab,bypass,chrome-extension,copy-paste,crack,examly,examlyio,fullscreen-bypass,iamneo,iamneobypass,mcq-test,neobrowser,neobrowserbypass,neocolab,neoexamshield,neoexamshield-bypass,neoshield-bypass,nptel,screenshare-bypass",0,0,0,,JavaScript,25482,94,25482,2,2169,2024-11-15T07:41:53Z,2026-03-02T04:47:17Z,2026-02-03T19:01:50Z,26,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 26d ago); 2 open issues, 25482★",2026-03-02T04:49:17.283938+00:00
eip-work/kuboard-press,https://github.com/eip-work/kuboard-press,Kuboard 是基于 Kubernetes 的微服务管理界面。同时提供 Kubernetes 免费中文教程，入门教程，最新版本的 Kubernetes v1.23.4 安装手册，(k8s install) 在线答疑，持续更新。,https://kuboard.cn/,"docker,k8s,kubernetes,kubernetes-kuboard",0,0,0,,JavaScript,24854,1598,24854,510,204738,2019-07-24T16:45:29Z,2026-03-02T03:03:25Z,2026-01-03T04:21:57Z,58,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 58d ago); 510 open issues, 24854★",2026-03-02T04:49:17.284325+00:00
greensock/GSAP,https://github.com/greensock/GSAP,"GSAP (GreenSock Animation Platform), a JavaScript animation library for the modern web",https://gsap.com,"animation,gsap,javascript,javascript-library,scroll",0,0,0,,JavaScript,23947,1929,23947,9,14101,2012-09-21T18:03:25Z,2026-03-02T01:26:33Z,2025-12-12T21:03:38Z,79,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 79d ago); 9 open issues, 23947★",2026-03-02T04:49:17.284951+00:00
pure-css/pure,https://github.com/pure-css/pure,"A set of small, responsive CSS modules that you can use in every web project.",http://purecss.io/,"css,html,pure",0,0,0,NOASSERTION,JavaScript,23760,2431,23760,28,8552,2013-04-22T16:16:39Z,2026-03-01T05:37:03Z,2026-02-14T03:48:55Z,16,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 16d ago); 28 open issues, 23760★",2026-03-02T04:49:17.285111+00:00
shimohq/chinese-programmer-wrong-pronunciation,https://github.com/shimohq/chinese-programmer-wrong-pronunciation,中国程序员容易发音错误的单词,,"chinese-programmers,documentation,pronunciation,spelling",0,0,0,,JavaScript,23132,1603,23132,138,1095,2017-02-15T09:02:40Z,2026-03-01T06:18:07Z,2025-12-29T00:34:55Z,63,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 63d ago); 138 open issues, 23132★",2026-03-02T04:49:17.285642+00:00
slint-ui/slint,https://github.com/slint-ui/slint,"Slint is an open-source declarative GUI toolkit to build native user interfaces for Rust, C++, JavaScript, or Python apps.",https://slint.dev,"cpp,declarative-ui,desktop,embedded-devices,gui,javascript,language,lsp-server,native,rust,rust-lang,toolkit,ui,user-interface,wasm,webassembly,widgets",0,0,0,NOASSERTION,Rust,21860,827,21860,855,63853,2020-05-04T08:53:03Z,2026-03-02T03:20:03Z,2026-03-02T01:14:47Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 855 open issues, 21860★",2026-03-02T04:49:18.514391+00:00
clockworklabs/SpacetimeDB,https://github.com/clockworklabs/SpacetimeDB,Development at the speed of light,https://spacetimedb.com,"database,dataoriented,game-development,mmorpg-server,relational,relational-database,web-development,web-framework",0,0,0,NOASSERTION,Rust,21832,796,21832,723,78875,2023-06-17T07:28:29Z,2026-03-02T04:26:14Z,2026-03-02T04:41:55Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 723 open issues, 21832★",2026-03-02T04:49:18.514473+00:00
sipeed/picoclaw,https://github.com/sipeed/picoclaw,"Tiny, Fast, and Deployable anywhere — automate the mundane, unleash your creativity",https://picoclaw.io,,0,0,0,NOASSERTION,Go,21406,2720,21406,392,19307,2026-02-04T12:32:35Z,2026-03-02T04:46:15Z,2026-03-02T04:22:02Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 392 open issues, 21406★",2026-03-02T04:49:18.146204+00:00
charmbracelet/crush,https://github.com/charmbracelet/crush,Glamourous agentic coding for all 💘,,"agentic-ai,ai,llms,ravishing",0,0,0,NOASSERTION,Go,20694,1283,20694,341,23342,2025-05-21T12:14:57Z,2026-03-02T03:48:59Z,2026-03-02T00:51:07Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 341 open issues, 20694★",2026-03-02T04:49:18.146492+00:00
gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",https://gitbutler.com,"git,github,tauri",0,0,0,NOASSERTION,Rust,19659,853,19659,649,168958,2023-01-31T14:56:22Z,2026-03-02T04:21:53Z,2026-03-02T02:17:26Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 649 open issues, 19659★",2026-03-02T04:49:18.515114+00:00
probelabs/goreplay,https://github.com/probelabs/goreplay,"GoReplay is an open-source tool for capturing and replaying live HTTP traffic into a test environment in order to continuously test your system with real data. It can be used to increase confidence in code deployments, configuration changes and infrastructure changes.",https://goreplay.org,"devops,go,qa,testing,testing-tools",0,0,0,NOASSERTION,Go,19249,83,19249,341,18139,2013-05-30T09:29:07Z,2026-02-28T16:51:10Z,2026-01-27T15:26:22Z,33,1,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 33d ago); 341 open issues, 19249★",2026-03-02T04:49:18.267719+00:00
dariubs/GoBooks,https://github.com/dariubs/GoBooks,List of Golang books,,"awesome,awesome-go,awesome-golang,awesome-list,awesome-lists,book,books,development,devops,go,go-books,gobooks,golang,golang-books,list,resources,roadmap",0,0,0,,Go,19202,2249,19202,1,11457,2015-05-05T10:45:36Z,2026-03-01T18:17:07Z,2026-02-27T12:59:07Z,2,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 2d ago); 1 open issues, 19202★",2026-03-02T04:49:18.267836+00:00
google/cadvisor,https://github.com/google/cadvisor,Analyzes resource usage and performance characteristics of running containers.,,,0,0,0,NOASSERTION,Go,18922,2461,18922,86,52965,2014-06-09T16:36:33Z,2026-03-01T16:37:29Z,2026-02-19T21:28:50Z,10,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 10d ago); 86 open issues, 18922★",2026-03-02T04:49:18.267986+00:00
bettercap/bettercap,https://github.com/bettercap/bettercap,"The Swiss Army knife for 802.11, BLE, HID, CAN-bus, IPv4 and IPv6 networks reconnaissance and MITM attacks.",https://www.bettercap.org/,"ble,deauthentication-attack,dot11,hacking,hid,mitm,monitoring,mousejack,network-attacks,password-sniffer,pmkid,proxy,redteam,redteaming,rogue-ap,security,spoofing,wifi,wifi-security,wpa2",0,0,0,NOASSERTION,Go,18883,1626,18883,51,26498,2018-01-07T15:30:41Z,2026-03-02T02:23:36Z,2026-02-27T04:33:59Z,3,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 3d ago); 51 open issues, 18883★",2026-03-02T04:49:18.268034+00:00
golang-migrate/migrate,https://github.com/golang-migrate/migrate,Database migrations. CLI and Golang library.,,"aws-s3,cassandra,database,databases,go,golang,google-cloud-spanner,google-cloud-storage,hacktoberfest,mariadb,migration,migrations,mongodb,mysql,neo4j,postgres,spanner,sql,sqlite",0,0,0,NOASSERTION,Go,18161,1551,18161,453,2026,2018-01-19T09:30:58Z,2026-03-02T02:20:12Z,2026-03-01T20:47:33Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 453 open issues, 18161★",2026-03-02T04:49:18.268342+00:00
zincsearch/zincsearch,https://github.com/zincsearch/zincsearch,"ZincSearch . A lightweight alternative to elasticsearch that requires minimal resources, written in Go.",https://zincsearch-docs.zinc.dev,"elasticsearch,go,golang,modern,opensearch,search,searchengine,vuejs",0,0,0,NOASSERTION,Go,17750,769,17750,46,11669,2021-12-02T12:49:41Z,2026-03-01T22:46:34Z,2026-01-23T11:22:35Z,37,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 37d ago); 46 open issues, 17750★",2026-03-02T04:49:18.268629+00:00
rust-lang/book,https://github.com/rust-lang/book,The Rust Programming Language,https://doc.rust-lang.org/book/,"book,mdbook,rust,rust-programming-language",0,0,0,NOASSERTION,Rust,17432,3954,17432,360,72057,2015-12-11T22:49:49Z,2026-03-02T02:30:59Z,2026-02-03T21:27:38Z,26,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 26d ago); 360 open issues, 17432★",2026-03-02T04:49:18.636366+00:00
tinygo-org/tinygo,https://github.com/tinygo-org/tinygo,"Go compiler for small places. Microcontrollers, WebAssembly (WASM/WASI), and command-line tools. Based on LLVM.",https://tinygo.org,"adafruit,arduino,arm,avr,esp32,gpio,i2c,llvm,microbit,microcontroller,nrf51,nrf52,samd21,spi,stm32,tinygo,wasi,wasm,webassembly",0,0,0,NOASSERTION,Go,17196,1005,17196,538,12677,2018-06-07T16:39:19Z,2026-03-02T03:52:11Z,2026-03-01T23:52:04Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 538 open issues, 17196★",2026-03-02T04:49:18.269114+00:00
kitao/pyxel,https://github.com/kitao/pyxel,A retro game engine for Python,,"game,game-development,game-engine,gamedev,graphics,html,opengl,pico-8,pixel-art,python,pyxel,rust,tic-80,webgl",0,0,0,NOASSERTION,Rust,17164,910,17164,16,367641,2018-06-10T04:58:54Z,2026-03-02T02:05:52Z,2026-03-01T22:30:13Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 16 open issues, 17164★",2026-03-02T04:49:18.636414+00:00
LGUG2Z/komorebi,https://github.com/LGUG2Z/komorebi,A tiling window manager for Windows 🍉,https://lgug2z.github.io/komorebi/,"autohotkey,palestine,rust,status-bar,tiling-window-manager,whkd,windows",0,0,0,NOASSERTION,Rust,14126,306,14126,98,16156,2021-07-29T23:20:15Z,2026-03-02T04:00:55Z,2026-02-23T16:06:47Z,6,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 6d ago); 98 open issues, 14126★",2026-03-02T04:49:18.637715+00:00
XAMPPRocky/tokei,https://github.com/XAMPPRocky/tokei,"Count your code, quickly.",,"badge,cli,cloc,code,command-line-tool,linux,macos,rust,sloc,statistics,tokei,windows",0,0,0,NOASSERTION,Rust,14009,657,14009,220,3003,2015-05-26T20:55:45Z,2026-03-01T22:41:49Z,2026-01-25T10:11:13Z,35,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 35d ago); 220 open issues, 14009★",2026-03-02T04:49:18.637842+00:00
stalwartlabs/stalwart,https://github.com/stalwartlabs/stalwart,"All-in-one Mail & Collaboration server. Secure, scalable and fluent in every protocol (IMAP, JMAP, SMTP, CalDAV, CardDAV, WebDAV).",https://stalw.art,"caldav,carddav,imap,jmap,mail,pop3,rust,server,smtp,webdav",0,0,0,,Rust,11744,652,11744,213,30081,2023-03-06T13:37:23Z,2026-03-02T03:50:23Z,2026-03-01T17:30:09Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 213 open issues, 11744★",2026-03-02T04:49:18.759136+00:00
get-convex/convex-backend,https://github.com/get-convex/convex-backend,The open-source reactive database for app developers,https://docs.convex.dev,"backend,convex,database,rust,typescript",0,0,0,NOASSERTION,Rust,10591,615,10591,166,124056,2024-03-08T07:23:15Z,2026-03-02T04:06:15Z,2026-02-28T01:10:35Z,2,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 2d ago); 166 open issues, 10591★",2026-03-02T04:49:18.759877+00:00
longbridge/gpui-component,https://github.com/longbridge/gpui-component,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,https://longbridge.github.io/gpui-component/,"desktop-application,gpui,rust,uikit",0,0,0,NOASSERTION,Rust,10527,480,10527,65,14508,2024-06-13T13:45:39Z,2026-03-02T04:39:35Z,2026-03-02T04:00:36Z,0,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 0d ago); 65 open issues, 10527★",2026-03-02T04:49:18.759961+00:00
sigoden/dufs,https://github.com/sigoden/dufs,"A file server that supports static serving, uploading, searching, accessing control, webdav...",,"cloud-disk,command-line,file-sharing,file-upload-server,rust,static-server,webdav,webdav-server",0,0,0,NOASSERTION,Rust,9758,502,9758,4,825,2022-05-26T12:09:04Z,2026-03-02T02:24:23Z,2026-02-05T14:08:06Z,24,0,10,OK,LICENSE_UNCLEAR,"License unclear; Active (last commit 24d ago); 4 open issues, 9758★",2026-03-02T04:49:18.760627+00:00
